split,delta_accuracy,delta_precision,delta_recall,delta_f1,delta_roc_auc,delta_avg_precision
clean_regression_set,-0.0004388890839506221,-0.19450800915331812,0.08163265306122447,-0.07272727272727275,0.0020133968049798057,-0.006834488349624412
drifted_holdout,0.000415728390784631,-0.05552037761915718,0.08314087759815247,0.02420854033757258,0.002125081715167343,-0.0019853043748454535
