split,delta_accuracy,delta_precision,delta_recall,delta_f1,delta_roc_auc,delta_avg_precision
clean_regression_set,-0.0007548892243951499,-0.24983105825111507,0.05102040816326525,-0.131423653798869,0.0040269730570901,-0.02274388526713944
drifted_holdout,0.0,-0.06295935832466348,0.0646651270207852,0.008171336001524643,0.0018235641199259023,-0.02016124681828846
