split,model,threshold,accuracy,precision,recall,f1,roc_auc,avg_precision,positive_rate
clean_regression_set,before_update,0.6200285994615138,0.9993328885923949,0.8061224489795918,0.8061224489795918,0.8061224489795918,0.9792051281683185,0.7157232002651032,0.0017204452090867595
clean_regression_set,after_update,0.9,0.9985779993679997,0.5562913907284768,0.8571428571428571,0.6746987951807228,0.9832321012254086,0.6929793149979637,0.0017204452090867595
drifted_holdout,before_update,0.6200285994615138,0.9966048848085918,0.9665738161559888,0.8013856812933026,0.8762626262626263,0.9771266575344959,0.867528500158797,0.015000866100814135
drifted_holdout,after_update,0.9,0.9966048848085918,0.9036144578313253,0.8660508083140878,0.8844339622641509,0.9789502216544218,0.8473672533405086,0.015000866100814135
